"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"4119";"multipla";"Geografia";"Populacao";"Populacao mundial";"Facil";"Vestibular";"2024";"O continente mais populoso do mundo e:";"Asia";"Africa";"America";"Europa";"Oceania";"a";"A Asia e o continente mais populoso, com mais de 4,7 bilhoes de habitantes (cerca de 60% da populacao mundial). China (~1,4 bi) e India (~1,4 bi) sao os paises mais populosos do mundo. A Africa e o segundo continente mais populoso e o de maior crescimento demografico.";""
"4120";"multipla";"Geografia";"Economia";"Divisao Norte-Sul";"Medio";"Vestibular";"2024";"A divisao Norte-Sul no contexto geopolitico refere-se a:";"Diferencas de desenvolvimento economico entre paises ricos do hemisferio norte e pobres do sul";"Diferenca entre hemisferios em termos de clima e biodiversidade";"Conflito militar entre blocos geopoliticos";"Divisao do comercio global entre Europa e Asia";"Separacao cultural entre o islamismo e o cristianismo";"a";"A dicotomia Norte-Sul (proposta pelo Relatorio Brandt, 1980) agrupa os paises desenvolvidos (Norte — Europa Ocidental, America do Norte, Japao, Australia) em oposicao aos paises em desenvolvimento (Sul — Africa, America Latina, Asia em desenvolvimento). E uma divisao economica e geopolitica, nao geografica stricto sensu (a Australia fica no Sul geografico mas no Norte economico).";""
"4121";"multipla";"Lingua Portuguesa";"Gramatica";"Modo verbal";"Medio";"Vestibular";"2024";"O modo verbal utilizado em ordens, pedidos e sugestoes e o:";"Imperativo";"Indicativo";"Subjuntivo";"Infinitivo";"Gerundio";"a";"O modo imperativo expressa ordens (imperativo afirmativo: 'fale!'), proibicoes (imperativo negativo: 'nao fale!'), pedidos e sugestoes. O imperativo afirmativo se forma a partir do indicativo (3a pessoa) para voce/voces e do subjuntivo presente para tu/nos. O modo indicativo afirma fatos; o subjuntivo expressa duvida, hipotese, desejo.";""
"4122";"multipla";"Lingua Portuguesa";"Gramatica";"Periodo composto";"Medio";"Vestibular";"2024";"Em 'Embora estivesse chovendo, ele saiu', a oracao 'Embora estivesse chovendo' e uma oracao subordinada adverbial:";"Concessiva";"Causal";"Temporal";"Condicional";"Final";"a";"A conjuncao 'embora' introduz uma oracao concessiva — que admite uma objecao ou contraste mas nao impede a acao principal. Outras conjuncoes concessivas: ainda que, mesmo que, por mais que, apesar de que. Causa: porque, pois, ja que. Temporal: quando, enquanto. Condicional: se, caso. Final: para que, a fim de que.";""
"4123";"multipla";"Lingua Portuguesa";"Literatura Brasileira";"Naturalismo";"Medio";"Vestibular";"2024";"Aluisio Azevedo, principal representante do Naturalismo brasileiro, escreveu 'O Cortico' (1890), que retrata:";"A vida dos imigrantes e trabalhadores pobres em corticos do Rio de Janeiro, com visao determinista";"A aristocracia rural brasileira em decadencia";"A vida dos escravizados nas fazendas de cafe";"Os conflitos politicos da Republica Velha";"O amor romantico entre nobres e plebeus";"a";"'O Cortico' e o principal romance naturalista brasileiro. Retrata o cotidiano de um cortico carioca com visao determinista: o meio ambiente e a heranca biologica determinam o comportamento humano. Personagens como Joao Romao (o lusitano ambicioso) e Jeronimo (que se 'tropicaliza') ilustram as teses naturalistas sobre determinismo, instinto e luta pela sobrevivencia.";""
"4124";"multipla";"Filosofia";"Existencialismo";"Sartre";"Medio";"Vestibular";"2024";"A maxima existencialista de Jean-Paul Sartre 'a existencia precede a essencia' significa que:";"O ser humano nao tem natureza predeterminada e se define por suas escolhas e acoes";"A existencia material precede a consciencia";"Os seres humanos existem antes de Deus cria-los";"A essencia do ser e descoberta pela razao pura";"A existencia e ilusoria e a essencia e a unica realidade";"a";"Para Sartre, ao contrario de objetos (cuja essencia precede a existencia — o martelo foi projetado antes de existir), o ser humano primeiro existe (e lancado no mundo) e depois define sua essencia por suas escolhas. Sem natureza humana fixa, o humano e 'condenado a ser livre'. Com a liberdade vem a responsabilidade radical: somos inteiramente responsaveis pelo que nos tornamos.";""
"4125";"multipla";"Filosofia";"Filosofia da Linguagem";"Jogos de linguagem";"Dificil";"Vestibular";"2024";"O conceito de 'jogos de linguagem' de Wittgenstein (fase tardia) sugere que:";"O significado de uma palavra e seu uso em formas de vida especificas, nao uma essencia abstrata";"A linguagem e um jogo formal de regras logicas universais";"Os jogos sao a metafora para a logica proposicional";"O significado e determinado pela referencia a objetos no mundo";"A linguagem e incompreensivel entre culturas diferentes";"a";"No 'Investigacoes Filosoficas', Wittgenstein abandona o atomismo logico do 'Tractatus' e propoe que o significado de uma expressao nao e um objeto ou uma representacao mental, mas seu uso em praticas sociais concretas ('formas de vida'). Diferentes contextos de uso (jogos de linguagem) criam diferentes significados. O significado e publico, nao privado.";""
"4126";"multipla";"Sociologia";"Sociologia do Trabalho";"Fordismo e taylorismo";"Medio";"Vestibular";"2024";"O fordismo, sistema de producao industrial desenvolvido por Henry Ford, caracterizou-se por:";"Producao em massa por linha de montagem, padronizacao e alto salario para criar mercado consumidor";"Producao artesanal de luxo para elites";"Sistemas just-in-time e producao flexible";"Terceirizacao total da producao";"Substituicao de trabalhadores por robots desde o inicio";"a";"O fordismo (decada de 1910) combinou: linha de montagem movel, divisao extrema do trabalho (taylorismo), padronizacao de pecas e produto, e altos salarios. O Ford T ($850 em 1908, $300 em 1925) tornou o carro acessivel. O 'pacto fordista' = altos salarios permitem que trabalhadores consumam o que produzem, gerando crescimento. Entrou em crise nos anos 1970 com a rigidez produtiva.";""
"4127";"multipla";"Sociologia";"Sociologia da Educacao";"Escola e reproducao social";"Medio";"Vestibular";"2024";"Para Bourdieu e Passeron, a escola funciona como um 'aparelho de reproducao social' porque:";"Legitima e reproduz as desigualdades de classe ao valorizar a cultura dominante e excluir as demais";"Oferece igualdade de oportunidades a todos os estudantes";"Prepara os alunos para transformar a sociedade";"E controlada pelos trabalhadores atraves de sindicatos";"Transmite apenas conhecimento tecnico e neutro";"a";"Em 'A Reproducao' (1970), Bourdieu e Passeron argumentam que a escola aparentemente neutra e meritocratica na verdade reproduz as desigualdades de classe. Ao tomar a cultura das classes dominantes como a cultura legitima, a escola impoe uma 'violencia simbolica' sobre filhos de classes populares, que chegam sem o capital cultural necessario, perpetuando a hierarquia social sob a aparencia de competencia individual.";""
"4128";"multipla";"Matematica";"Numeros";"Sistemas de numeracao";"Medio";"Vestibular";"2024";"O numero binario 1010 equivale, em decimal, a:";"10";"5";"8";"12";"14";"a";"1010 em binario: 1x2^3 + 0x2^2 + 1x2^1 + 0x2^0 = 8 + 0 + 2 + 0 = 10.";""
"4129";"multipla";"Matematica";"Algebra";"Polinomios";"Medio";"Vestibular";"2024";"O produto (x+3)(x-3) e igual a:";"x^2 - 9";"x^2 + 9";"x^2 + 6x - 9";"x^2 - 6x + 9";"x^2 - 3";"a";"Produto da soma pela diferenca: (a+b)(a-b) = a^2 - b^2. Portanto (x+3)(x-3) = x^2 - 9.";""
"4130";"multipla";"Matematica";"Algebra";"Trinomio quadrado perfeito";"Medio";"Vestibular";"2024";"A fatoracao de x^2 + 6x + 9 e:";"(x+3)^2";"(x+9)(x+1)";"(x-3)^2";"(x+3)(x-3)";"(x+6)(x+3)";"a";"x^2 + 6x + 9 = x^2 + 2(x)(3) + 3^2 = (x+3)^2. Trinomio quadrado perfeito: a^2 + 2ab + b^2 = (a+b)^2.";""
"4131";"multipla";"Fisica";"Mecanica";"Principio de Arquimedes";"Medio";"Vestibular";"2024";"O Principio de Arquimedes estabelece que um objeto submerso em fluido sofre um empuxo igual a:";"O peso do fluido deslocado pelo objeto";"O peso do proprio objeto";"A forca gravitacional sobre o objeto";"A pressao do fluido multiplicada pela area";"A diferenca entre a pressao superior e inferior";"a";"Empuxo E = d_fluido x V_deslocado x g = peso do fluido deslocado. Se o empuxo > peso do objeto: flutua. Se empuxo < peso: afunda. Se empuxo = peso: fica em equilíbrio no interior do fluido. A densidade relativa do objeto em relacao ao fluido determina o comportamento.";""
"4132";"multipla";"Fisica";"Ondulatoria";"Interferencia e difracao";"Dificil";"Vestibular";"2024";"A interferencia construtiva entre duas ondas ocorre quando:";"As ondas estao em fase (diferenca de fase = 0 ou multiplo de 2pi), amplitudes se somam";"As ondas estao em oposicao de fase, amplitudes se anulam";"Uma onda e mais rapida que a outra";"As frequencias das duas ondas sao diferentes";"As ondas se propagam em meios diferentes";"a";"Interferencia construtiva: ondas em fase (crista coincide com crista) — amplitudes se somam, resultando em onda de maior amplitude. Interferencia destrutiva: ondas em oposicao de fase (crista coincide com vale) — amplitudes se cancelam. O Principio da Superposicao: o deslocamento resultante e a soma dos deslocamentos individuais das ondas.";""
"4133";"multipla";"Quimica";"Quimica Organica";"Polimerização";"Medio";"Vestibular";"2024";"O polietileno (PE) e formado pela polimerizacao de:";"Eteno (CH2=CH2) por polimerizacao de adicao";"Estireno por polimerizacao de condensacao";"Acido lactico por polimerizacao de eliminacao";"Propileno por polimerizacao ionica";"Cloreto de vinila por reacao de substituicao";"a";"O polietileno (plastico mais produzido no mundo) e sintetizado pela polimerizacao de adicao do eteno: n(CH2=CH2) -> (-CH2-CH2-)n. A dupla ligacao do eteno se abre, e as unidades monomero se encadeiam. Existem variedades de diferentes densidades: PEAD (alta densidade) e PEBD (baixa densidade), com diferentes propriedades e usos.";""
"4134";"multipla";"Quimica";"Bioquimica";"Glicidios";"Facil";"Vestibular";"2024";"Os carboidratos (glicidios) sao macromoleculas biologicas cuja funcao principal no organismo e:";"Fornecer energia de curto prazo (glicose = combustivel celular)";"Construir e reparar tecidos";"Regular reacoes quimicas como enzimas";"Armazenar informacao genetica";"Transportar oxigenio no sangue";"a";"Os carboidratos (glicose, amido, glicogenio) sao a principal fonte de energia de rapido acesso para as celulas. A glicose e o combustivel preferencial do cerebro e dos musculos. O excesso e armazenado como glicogenio (figado e musculos) ou convertido em gordura. Tambem exercem funcoes estruturais (celulose) e de reconhecimento celular (glicoconjugados).";""
"4135";"multipla";"Biologia";"Fisiologia Humana";"Sistema osseo e muscular";"Facil";"Vestibular";"2024";"Os ossos do esqueleto humano tem como funcoes principais:";"Suporte, protecao, locomocao e producao de celulas sanguineas na medula ossea vermelha";"Armazenamento de energia e secrecao hormonal";"Troca gasosa e controle do pH sanguineo";"Absorcao de nutrientes e producao de bile";"Regulacao da temperatura e sintese de vitaminas";"a";"O sistema osseo tem multiplas funcoes: (1) Suporte mecanico do corpo; (2) Protecao de orgaos vitais (cranio/cerebro, costelas/pulmoes); (3) Base para a locomocao (junto com musculos e articulacoes); (4) Hematopoiese — producao de celulas sanguineas (hematies, leucocitos, plaquetas) na medula ossea vermelha; (5) Armazenamento de calcio e fosforo.";""
"4136";"multipla";"Historia";"Historia do Brasil";"Ditadura — Anos de chumbo";"Medio";"Vestibular";"2024";"O periodo de 1968-1974 e chamado de 'anos de chumbo' na ditadura brasileira porque:";"Foi o mais violento — tortura sistematica, desaparecimentos e mortes de opositores";"O Brasil teve crescimento economico acelerado sem repressao politica";"Ocorreu a transicao para a democracia";"O governo investiu no setor siderurgico (chumbo)";"Foi o periodo da Guerrilha do Araguaia";"a";"Os 'anos de chumbo' (1968-1974) correspondem ao governo Medici, o mais repressivo da ditadura. Caracteristicas: tortura sistematica pelo DOI-CODI e DOPS, desaparecimento forcado de militantes, censura total a imprensa, propaganda otimista ('Brasil, ame-o ou deixe-o'), mas tambem o 'milagre economico' (crescimento de ~10% ao ano). Criancas de 0 a 14 anos: 70 cm.";""
"4137";"multipla";"Historia";"Historia do Brasil";"Abertura politica";"Medio";"Vestibular";"2024";"A Anistia de 1979 no Brasil permitiu:";"O retorno de exilados politicos e a soltura de presos politicos, abrindo caminho para a redemocratizacao";"A realizacao de eleicoes diretas para presidente";"A criacao de novos partidos politicos";"A convocacao de uma Assembleia Constituinte";"O julgamento de torturadores do regime militar";"a";"A Lei de Anistia de 28/08/1979 (governo Figueiredo) foi resultado de intensa pressao popular (campanha 'Anistia Ampla, Geral e Irrestrita'). Permitiu o retorno de exilados (Leonel Brizola, Miguel Arraes, Luis Carlos Prestes) e a soltura de presos politicos. Entretanto, foi uma anistia 'dupla face': tambem amnistiou torturadores e agentes do Estado, impedindo responsabilizacao.";""
"4138";"multipla";"Historia";"Historia Geral";"Apartheid";"Medio";"Vestibular";"2024";"O Apartheid foi o regime de segregacao racial imposto na Africa do Sul que:";"Vigorou de 1948 a 1994, sendo encerrado apos a eleicao de Nelson Mandela";"Foi imposto pela ONU para proteger minorias";"Existiu apenas na Rodesia (atual Zimbabwe)";"Terminou com a independencia da Africa do Sul em 1960";"Nunca existiu formalmente em lei";"a";"O Apartheid (separacao, em africaner) foi um sistema legal de segregacao racial que o governo branco sul-africano impôs de 1948 a 1994. Separava brancos, negros, coloreds e indianos em todos os espacos. Nelson Mandela foi preso de 1964 a 1990 por liderar o ANC. Em 1994, as primeiras eleicoes multiraciais elegeram Mandela presidente, encerrando o regime.";""
"4139";"multipla";"Geografia";"Geopolitica";"Oriente Medio";"Medio";"Vestibular";"2024";"O Oriente Medio e estrategicamente importante para a geopolitica mundial principalmente por:";"Concentrar as maiores reservas de petroleo e gas natural do mundo";"Ser o continente mais populoso";"Concentrar os maiores exercitos do mundo";"Ser a regiao de maior crescimento economico";"Possuir a maior biodiversidade do planeta";"a";"O Oriente Medio (Arabia Saudita, Iraque, Ira, Kuwait, EAU, Qatar etc.) possui cerca de 65% das reservas mundiais provadas de petroleo e 40% das de gas natural. Essa riqueza energetica torna a regiao vital para a economia global e explica a intensa presenca e interferencia de potencias externas. A OPEP, liderada por paises da regiao, influencia os precos internacionais do petroleo.";""
"4140";"multipla";"Geografia";"Economia";"Desenvolvimento sustentavel";"Medio";"Vestibular";"2024";"O conceito de desenvolvimento sustentavel, definido pelo Relatorio Brundtland (1987), propoe:";"Atender as necessidades do presente sem comprometer a capacidade das geracoes futuras de atenderem as suas";"Crescimento economico ilimitado baseado em recursos naturais renovaveis";"Preservacao total da natureza sem desenvolvimento economico";"Industrializacao acelerada com controle de emissoes";"Crescimento demografico nulo para preservar recursos";"a";"O Relatorio Brundtland ('Nosso Futuro Comum', 1987), da Comissao Mundial sobre Meio Ambiente e Desenvolvimento da ONU, definiu desenvolvimento sustentavel como 'o desenvolvimento que satisfaz as necessidades do presente sem comprometer a capacidade das geracoes futuras de satisfazerem suas proprias necessidades.' Introduziu o conceito as negociacoes internacionais, culminando na Rio-92.";""
"4141";"multipla";"Lingua Portuguesa";"Gramatica";"Flexao nominal";"Medio";"Vestibular";"2024";"O plural de 'cidadao' e:";"cidadaos";"cidadoes";"cidadaes";"cidadans";"cidadans";"a";"Palavras terminadas em -ao tem plural variado: podem ir para -aos (cidadaos, cormaos, irmaos), -aes (paes, capitaes, maes) ou -oes (botoes, limoes, corracoes). 'Cidadao' faz 'cidadaos'. Outros: anao/anaos, grao/graos; irmao/irmaos; coracao/coracoes; alemao/alemaes.";""
"4142";"multipla";"Lingua Portuguesa";"Gramatica";"Acentuacao";"Facil";"Vestibular";"2024";"Segundo o Acordo Ortografico de 2009, o acento diferencial foi eliminado em pares como:";"'para' (verbo) e 'para' (preposicao) — agora ambas sem acento";"'e' (verbo ser) e 'e' (conjuncao) — ambas com acento";"'a' (artigo) e 'a' (preposicao) — agora com crase";"'que' (pronome) e 'que' (conjuncao) — ambos acentuados";"'se' (conjuncao) e 'se' (pronome) — ambos acentuados";"a";"O Acordo Ortografico de 2009 eliminou o acento diferencial em muitos pares homonimos: 'para/para', 'pelo/pelo', 'polo/polo', 'por/por'. Manteve apenas alguns casos: 'pode/pôde' (presente/passado), 'tem/têm', 'vem/vêm' (singular/plural). O 'e' (verbo) ainda e acentuado; 'e' (conjuncao) nao.";""
"4143";"multipla";"Lingua Portuguesa";"Literatura Brasileira";"Drummond";"Medio";"Vestibular";"2024";"Em 'No meio do caminho tinha uma pedra / tinha uma pedra no meio do caminho', Carlos Drummond de Andrade usa a repeticao para:";"Criar ritmo e enfatizar os obstaculos (pedras) que se repetem na vida humana";"Demonstrar falta de criatividade";"Descrever literalmente o caminho";"Imitar o estilo parnasiano";"Fazer referencia a uma pedra real";"a";"O poema 'No Meio do Caminho' (1928, publicado na Revista de Antropofagia) e um dos mais polêmicos do Modernismo. A repeticao obsessiva de 'tinha uma pedra no meio do caminho' cria ritmo incantatorio e simboliza os obstaculos e traumas que se repetem na experiencia humana. A 'pedra' e uma metafora para as dificuldades existenciais. O poema foi inicialmente rejeitado por ser considerado 'ruim'.";""
"4144";"multipla";"Filosofia";"Filosofia da Ciencia";"Positivismo";"Medio";"Vestibular";"2024";"Augusto Comte, fundador do positivismo, propôs que o conhecimento humano passa por tres estados (lei dos tres estados):";"Teologico, metafisico e positivo (cientifico)";"Mitologico, filosofico e tecnologico";"Empirico, racional e sintetico";"Dogmatico, critico e cientifico";"Primitivo, medieval e moderno";"a";"A Lei dos Tres Estados de Comte: (1) Estado teologico: fenomenos explicados por forcas sobrenaturais (animismo, politeismo, monoteismo). (2) Estado metafisico: forcas abstratas (natureza, essencias) substituem os deuses. (3) Estado positivo (cientifico): fenomenos explicados por leis empiricas verificaveis. A humanidade tende ao estado positivo, que deve guiar a reorganizacao social. O lema 'Ordem e Progresso' na bandeira brasileira e de inspiracao positivista.";""
"4145";"multipla";"Filosofia";"Etica";"Etica aplicada — bioetica";"Medio";"Vestibular";"2024";"Os quatro principios da bioetica, desenvolvidos por Beauchamp e Childress, sao:";"Autonomia, beneficencia, nao-maleficencia e justica";"Fe, esperanca, caridade e prudencia";"Verdade, liberdade, igualdade e fraternidade";"Vida, saude, dignidade e privacidade";"Respeito, cuidado, competencia e integridade";"a";"Os quatro principios (principialismo) de Beauchamp e Childress ('Principios de Etica Biomedica', 1979): (1) Autonomia: respeitar a capacidade do paciente de tomar decisoes informadas; (2) Beneficencia: agir no melhor interesse do paciente; (3) Nao-maleficencia: nao causar danos ('Primum non nocere'); (4) Justica: distribuir equitativamente recursos e tratamentos. E o framework mais utilizado em bioetica clinica e pesquisa.";""
"4146";"multipla";"Sociologia";"Movimentos Sociais";"Novos movimentos sociais";"Medio";"Vestibular";"2024";"Os 'novos movimentos sociais' que emergiram a partir dos anos 1960-70 diferem dos movimentos operarios tradicionais por:";"Centrar-se em questoes identitarias — genero, raca, meio ambiente, LGBTQ+ — alem das economicas";"Defender exclusivamente questoes trabalhistas e salariais";"Ser liderados por partidos politicos tradicionais";"Rejeitar qualquer forma de organizacao coletiva";"Ser movimentos exclusivamente conservadores";"a";"Os novos movimentos sociais (feminismo, movimento negro, ambientalismo, pacifismo, LGBTQ+) emergiram nos paises centrais a partir dos anos 1960. Diferem dos movimentos operarios classicos (focados em classe e trabalho) por articular questoes identitarias, de reconhecimento e de novos direitos. Alain Touraine e Alberto Melucci sao referencias teoricas dos NMS.";""
"4147";"multipla";"Sociologia";"Sociologia da Religiao";"Religiosidade brasileira";"Medio";"Vestibular";"2024";"O crescimento das igrejas evangelicas no Brasil nas ultimas decadas e explicado principalmente por:";"Oferta de comunidade, cura e prosperidade para populacoes pobres e em situacao de vulnerabilidade";"Influencia politica direta do governo federal";"Reducao do catolicismo por perseguicao religiosa";"Incentivos financeiros do Estado para conversoes";"Migracao de populacoes evangelicas da Europa";"a";"O pentecostalismo e neopentecostalismo cresceram no Brasil (de ~5% em 1970 para ~30% em 2020) por oferecer: servicos voltados a populacoes pobres, cura de doencas (pentecostalismo), prosperidade (teologia da prosperidade), comunidade proxima, participacao ativa, resposta a criminalidade e drogas nas periferias. A mobilidade religiosa brasileira e alta, com transicoes frequentes entre denominacoes.";""
"4148";"multipla";"Matematica";"Matematica Financeira";"Juros simples";"Facil";"Vestibular";"2024";"Um capital de R$ 2.000 e aplicado a juros simples de 3% ao mes por 5 meses. O montante final e:";"R$ 2.300";"R$ 2.600";"R$ 2.000";"R$ 2.030";"R$ 3.000";"a";"J = C x i x t = 2000 x 0,03 x 5 = 300. M = C + J = 2000 + 300 = R$ 2.300.";""
"4149";"multipla";"Matematica";"Matematica Financeira";"Juros compostos";"Medio";"Vestibular";"2024";"Um capital de R$ 1.000 aplicado a juros compostos de 10% ao ano por 2 anos resulta num montante de:";"R$ 1.210";"R$ 1.200";"R$ 1.100";"R$ 1.300";"R$ 2.000";"a";"M = C x (1+i)^t = 1000 x (1,1)^2 = 1000 x 1,21 = R$ 1.210. Juros sobre juros: 1o ano: 1000 x 10% = 100 (total 1100); 2o ano: 1100 x 10% = 110 (total 1210).";""
"4150";"multipla";"Matematica";"Probabilidade";"Espaco amostral";"Facil";"Vestibular";"2024";"Lancando um dado de 6 faces, a probabilidade de sair um numero par e:";"1/2";"1/3";"2/3";"1/6";"5/6";"a";"Numeros pares em um dado: {2, 4, 6} = 3 resultados favoraveis. Total de resultados: 6. P = 3/6 = 1/2.";""
